user_id,user_transaction
15663939,2/3/2022
15582492,2/9/2022
15772073,2/2/2022
15775590,2/7/2022
15746203,2/4/2022
15573926,2/16/2022
15592570,2/17/2022
15744279,2/14/2022
15660866,2/4/2022
15813113,2/14/2022
15705298,2/14/2022
15624755,2/25/2022
15707634,2/6/2022
15736760,2/7/2022
15583681,2/11/2022
15569641,2/24/2022
15589715,2/19/2022
15748589,2/6/2022
15815236,2/2/2022
15761950,2/19/2022
15753861,2/17/2022
15667417,2/4/2022
15629739,2/16/2022
15594041,2/10/2022
15697997,3/22/2022
15576219,3/22/2022
15759066,3/20/2022
15697424,3/26/2022
15794253,3/17/2022
15685536,3/10/2022
15725794,3/14/2022
15667417,3/8/2022
15693264,3/13/2022
15709183,3/8/2022
15642885,3/10/2022
15584545,3/30/2022
15605327,3/28/2022
15581654,3/13/2022
15745083,3/13/2022
15692819,3/10/2022
15720745,3/28/2022
15637593,3/19/2022
15695679,3/9/2022
15807525,3/20/2022
15746737,3/5/2022
15655123,3/29/2022
15593014,3/31/2022
15772073,3/13/2022
15649668,3/3/2022
15707634,3/6/2022
15750839,3/23/2022
15796351,3/30/2022
15611430,3/13/2022
15708791,3/18/2022
15598840,3/14/2022
15589449,3/16/2022
15613014,3/2/2022
15663249,3/5/2022
15778368,3/17/2022
15599081,3/9/2022
15685346,3/22/2022
15794253,3/27/2022
15722061,3/7/2022
15692819,3/6/2022
15594762,3/4/2022
15774872,3/5/2022
15671249,3/19/2022
15691863,3/17/2022
15596522,3/7/2022
15588080,3/6/2022
15727696,3/23/2022
15779529,3/25/2022
15780572,3/24/2022
15694829,3/22/2022
15724536,3/16/2022
15584320,3/28/2022
15713912,3/17/2022
15733973,3/11/2022
15814553,3/4/2022
15646936,3/8/2022
15801336,3/3/2022
15734161,3/27/2022
15575247,3/7/2022
15749381,3/25/2022
15704583,3/6/2022
15714658,3/24/2022
15735878,3/21/2022
15701537,3/22/2022
15759684,3/1/2022
15596761,3/27/2022
15587419,3/23/2022
15775335,3/20/2022
15651983,3/5/2022
15769596,3/14/2022
15680587,3/9/2022
15672821,3/26/2022
15791373,3/17/2022
15586757,3/13/2022
15729908,3/14/2022
15735549,3/25/2022
15721007,3/21/2022
15577514,3/19/2022
15774744,3/29/2022
15807837,3/16/2022
15699619,3/2/2022
15621083,3/9/2022
15732987,3/20/2022
15614187,3/8/2022
15637593,3/6/2022
15654456,3/7/2022
15649487,3/11/2022
15800890,3/2/2022
15795224,3/21/2022
15795298,3/14/2022
15625395,3/26/2022
15665760,3/18/2022
15606472,3/9/2022
15654296,3/12/2022
15729054,3/15/2022
15654230,3/13/2022
15646227,3/18/2022
15764604,3/17/2022
15733883,3/26/2022
15705113,3/21/2022
15687491,3/26/2022
15688172,3/26/2022
15609669,3/2/2022
15577806,3/28/2022
15724150,3/3/2022
15672330,3/5/2022
15706071,3/22/2022
15631159,3/20/2022
15675949,3/5/2022
15622585,3/15/2022
15611191,3/17/2022
15574372,3/8/2022
15670615,3/8/2022
15806901,3/14/2022
15593715,3/17/2022
15736397,3/14/2022
15639576,3/13/2022
15619465,3/21/2022
15800515,3/29/2022
15646091,3/10/2022
15715622,3/25/2022
15668521,3/28/2022
